Kategoriya,Sarlavha,Narx,Joy,Sana,Link
Ko'chmas mulk,Mehmonxona HOTEL DILFUZ!!! В центре Самарканда,175 000 сумДоговорная,Самарканд,Сегодня в 08:46,https://www.olx.uz/d/obyavlenie/mehmonxona-hotel-dilfuz-v-tsentre-samarkanda-ID3J2Z2.html
Ko'chmas mulk,Inside  Hotel mehmonxona hostel gastinitsa хостел гостиница хотел,80 000 сумДоговорная,Самарканд,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/inside-hotel-mehmonxona-hostel-gastinitsa-hostel-gostinitsa-hotel-ID3Xqkf.html
Ko'chmas mulk,Продаётся 3х комн квартира на 3 этаже Ор-р Конечка,494 663 774 сумДоговорная,Бухара,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/prodaetsya-3h-komn-kvartira-na-3-etazhe-or-r-konechka-ID43pyb.html
Ko'chmas mulk,Аренда 2/2/4 Метро Тинчлик,4 450 702 сум,"Ташкент, Алмазарский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/arenda-2-2-4-metro-tinchlik-ID3oGwV.html
Ko'chmas mulk,| НОВОСТРОЙКА 2/8/10 ЕВРОРЕМОНТ ул.Шота Руставели ЯККАСАРАЙ продаётся,1 169 898 901 сумДоговорная,"Ташкент, Яккасарайский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/novostroyka-2-8-10-evroremont-ul-shota-rustaveli-yakkasaray-prodaetsya-ID43OED.html
Ko'chmas mulk,"3 хонали шароитли хонадон ижарага берилади, Нормухамедовлар, Олмос",5 086 517 сум,"Ташкент, Яшнабадский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/3-honali-sharoitli-honadon-izharaga-beriladi-normuhamedovlar-olmos-ID419Pb.html
Ko'chmas mulk,ДУРМЕНЬ!  Продаётся земельный участок,381 488 772 сум,Кибрай,Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/durmen-prodaetsya-zemelnyy-uchastok-ID2Y1t3.html
Ko'chmas mulk,Аренда Дом нежилое Яккасарай,38 148 877 сумДоговорная,"Ташкент, Яккасарайский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/arenda-dom-nezhiloe-yakkasaray-ID43px4.html
Ko'chmas mulk,Сдаётся квартира 2х комнатная,2 543 258 сум,Бухара,Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-2h-komnatnaya-ID3JnlU.html
Ko'chmas mulk,"Новый Евродом/ Редкий формат: современный дом, разумная цена",4 450 702 341 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/novyy-evrodom-redkiy-format-sovremennyy-dom-razumnaya-tsena-ID44khi.html
Ko'chmas mulk,Продается 1/5/5Авиасозлар2,534 084 281 сум,"Ташкент, Яшнабадский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/prodaetsya-1-5-5aviasozlar2-ID44zne.html
Ko'chmas mulk,2 хоналик срочно сотувда 355 млн сўмдан бошига 120 млн ойига 4 млндан,355 000 000 сумДоговорная,Нурафшан (Тойтепа),Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/2-honalik-srochno-sotuvda-355-mln-smdan-boshiga-120-mln-oyiga-4-mlndan-ID3S2pJ.html
Ko'chmas mulk,"Посуточни аренда,Мехмонхона,Mexmonxona,Arzon mexmonxona",100 000 сум,"Ташкент, Мирабадский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/posutochni-arenda-mehmonhona-mexmonxona-arzon-mexmonxona-ID3NEWI.html
Ko'chmas mulk,Kvartira mehmonxona xostel hotel kunlik ijara,90 000 сум,"Ташкент, Яккасарайский район",Сегодня в 00:05,https://www.olx.uz/d/obyavlenie/kvartira-mehmonxona-xostel-hotel-kunlik-ijara-ID3XQRj.html
Ko'chmas mulk,Кунлик квартира метро чилонзор без маклер без закс куйилмайди...,200 000 сумДоговорная,"Ташкент, Яккасарайский район",13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/kunlik-kvartira-metro-chilonzor-bez-makler-bez-zaks-kuyilmaydi-ID3D3Pu.html
Ko'chmas mulk,Зудлик билан ижарага берилади! 2/2/9! Яккасарой парк Бобур,5 722 332 сум,"Ташкент, Яккасарайский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/zudlik-bilan-izharaga-beriladi-2-2-9-yakkasaroy-park-bobur-ID3YSxe.html
Ko'chmas mulk,"Белоснежный Евродом, который продадим быстро. Возможно, именно вам",7 375 449 593 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/belosnezhnyy-evrodom-kotoryy-prodadim-bystro-vozmozhno-imenno-vam-ID44j0u.html
Ko'chmas mulk,Срочно Сдается готовый кафе 400 м2 с ремонтом 1-линия+парковка  (ГМТ),190 744 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/srochno-sdaetsya-gotovyy-kafe-400-m2-s-remontom-1-liniya-parkovka-gmt-ID43py4.html
Ko'chmas mulk,Жк NRG-Oybek! Сдается шикарная 2-х комнатная в элит комплексе!,12 716 292 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/zhk-nrg-oybek-sdaetsya-shikarnaya-2-h-komnatnaya-v-elit-komplekse-ID3hRDz.html
Ko'chmas mulk,Продажа 1-комнатной в Яшнабадском районе,470 502 819 сум,"Ташкент, Яшнабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/prodazha-1-komnatnoy-v-yashnabadskom-rayone-ID3YuZ2.html
Ko'chmas mulk,Янги хонадонлар сотувга чикди.9 каватли бинолар хамйонбоб нархларда,6 000 000 сумДоговорная,Нурафшан (Тойтепа),Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/yangi-honadonlar-sotuvga-chikdi-9-kavatli-binolar-hamyonbob-narhlarda-ID42wS9.html
Ko'chmas mulk,3 xonalik xonadon Новостройка Рассрочка 5 йилга,460 000 000 сумДоговорная,Нурафшан (Тойтепа),Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/3-xonalik-xonadon-novostroyka-rassrochka-5-yilga-ID3S2iN.html
Ko'chmas mulk,Продаётся Таун Хаус  Циалковская,2 149 053 416 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/prodaetsya-taun-haus-tsialkovskaya-ID43OEy.html
Ko'chmas mulk,Жк Infinity! Сдается новая 2-х комнатная квартира в элит комплексе!,12 716 292 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/zhk-infinity-sdaetsya-novaya-2-h-komnatnaya-kvartira-v-elit-komplekse-ID3RZvo.html
Ko'chmas mulk,"Хайдрабад, Дурмень, Продаёся земельный участок под строительство",635 814 620 сумДоговорная,Кибрай,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/haydrabad-durmen-prodaesya-zemelnyy-uchastok-pod-stroitelstvo-ID3NdMH.html
Ko'chmas mulk,"Аренда 6-этажное КОММЕРЧЕСКОЕ ПОМЕЩЕНИЕ вдоль дороги, первая линия!",114 447 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:09,https://www.olx.uz/d/obyavlenie/arenda-6-etazhnoe-kommercheskoe-pomeschenie-vdol-dorogi-pervaya-liniya-ID3o1Iu.html
Ko'chmas mulk,Квартира 2 хонали гиштли,508 651 696 сумДоговорная,Бухара,11 июня 2025 г.,https://www.olx.uz/d/obyavlenie/kvartira-2-honali-gishtli-ID41UXU.html
Ko'chmas mulk,Сдается Дача!!! Ташкент обл. (Хасанбой) от Ташкента 15 км,2 000 000 сум,Уртааул,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/sdaetsya-dacha-tashkent-obl-hasanboy-ot-tashkenta-15-km-ID438GC.html
Ko'chmas mulk,Сдается квартира в новостройке (Юнусабад),11 444 663 сум,"Ташкент, Юнусабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-v-novostroyke-yunusabad-ID419Bm.html
Ko'chmas mulk,Аренда 1/3/4 Метро Тинчлик,3 814 888 сум,"Ташкент, Шайхантахурский район",Сегодня в 11:02,https://www.olx.uz/d/obyavlenie/arenda-1-3-4-metro-tinchlik-ID3FyYW.html
Ko'chmas mulk,Аренда Улица Мукуми Ж/К Парижен 3 ком,19 074 439 сум,"Ташкент, Яккасарайский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/arenda-ulitsa-mukumi-zh-k-parizhen-3-kom-ID44znX.html
Ko'chmas mulk,Продам квартиру срочно на шастри оринтир боткина вондеркинт школа,451 428 380 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/prodam-kvartiru-srochno-na-shastri-orintir-botkina-vonderkint-shkola-ID3Kik1.html
Ko'chmas mulk,Своя продается 2 комнат 1 этаж Коракамиш 2/4,705 754 228 сум,"Ташкент, Алмазарский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/svoya-prodaetsya-2-komnat-1-etazh-korakamish-2-4-ID42QHj.html
Ko'chmas mulk,"Продаётся дом или можно как земельный участок под строительство 
Кибра",1 462 373 626 сумДоговорная,Кибрай,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/prodaetsya-dom-ili-mozhno-kak-zemelnyy-uchastok-pod-stroitelstvo-kibra-ID42kKH.html
Ko'chmas mulk,Uchaska tayyor fundamenti,216 176 971 сум,Алмалык,Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/uchaska-tayyor-fundamenti-ID3a9zo.html
Ko'chmas mulk,Срочный сдаётся квартира МАСИВ феруза 2/2/4/500$ дагаворная,5 722 332 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/srochnyy-sdaetsya-kvartira-masiv-feruza-2-2-4-500-dagavornaya-ID43pxW.html
Ko'chmas mulk,Шошилин зор нархда; С ремонтом Жк New Life Топович мост 74м2; 3хонали;,1 373 359 579 сум,"Ташкент, Яшнабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/shoshilin-zor-narhda-s-remontom-zhk-new-life-topovich-most-74m2-3honali-ID43pxU.html
Ko'chmas mulk,Yunusobodda Zamonaviy Uslubdagi Ajoyib Kvartira Arendaga Beriladi!126*,6 103 820 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/yunusobodda-zamonaviy-uslubdagi-ajoyib-kvartira-arendaga-beriladi-126-ID43pxT.html
Ko'chmas mulk,Новостройка в Ипотеку   2х комнатная квартира в жк “Darkhan Avenue”,22 000 000 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/novostroyka-v-ipoteku-2h-komnatnaya-kvartira-v-zhk-darkhan-avenue-ID40kMH.html
Ko'chmas mulk,"Сдаётся зимний евро дача турецкий хаммом большой тапчан, стол тенис",1 271 629 сумДоговорная,Чирчик,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/sdaetsya-zimniy-evro-dacha-turetskiy-hammom-bolshoy-tapchan-stol-tenis-ID3zHIJ.html
Ko'chmas mulk,Срочно продам свою 3/1/8 квартиру САМПИ ЖК Модерн Сити Богишамол  70кв,1 144 466 316 сум,"Ташкент, Юнусабадский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/srochno-prodam-svoyu-3-1-8-kvartiru-sampi-zhk-modern-siti-bogishamol-70kv-ID41lbS.html
Ko'chmas mulk,"Ул, Чехова-Новостройка! Сдается новая 3-х комнатная в элит комплексе!",17 802 809 сумДоговорная,"Ташкент, Мирабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/ul-chehova-novostroyka-sdaetsya-novaya-3-h-komnatnaya-v-elit-komplekse-ID3RYnm.html
Ko'chmas mulk,"Срочно Продаётся Земельный участок под строительство 

 Мирзо Улугбекс",877 424 176 сумДоговорная,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-zemelnyy-uchastok-pod-stroitelstvo-mirzo-ulugbeks-ID42l8s.html
Ko'chmas mulk,Юнусабадский!!Уютная Планировка 1-ком 7/9!!! 208*,5 722 332 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/yunusabadskiy-uyutnaya-planirovka-1-kom-7-9-208-ID44znN.html
Ko'chmas mulk,ПРОДАЕТСЯ 2/2/10 НОВОСТРОЙКА ЖК «Mirabad Avenue» Golden House.,3 051 910 176 сум,"Ташкент, Мирабадский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/prodaetsya-2-2-10-novostroyka-zhk-mirabad-avenue-golden-house-ID44bgB.html
Ko'chmas mulk,Карасу -6.  2/2/9. Новостройка,756 619 398 сум,"Ташкент, Мирзо-Улугбекский район",Сегодня в 10:59,https://www.olx.uz/d/obyavlenie/karasu-6-2-2-9-novostroyka-ID43OEm.html
Ko'chmas mulk,Сдам Кабинет Срочно с мебелью,2 543 258 сум,"Ташкент, Алмазарский район",Сегодня в 11:00,https://www.olx.uz/d/obyavlenie/sdam-kabinet-srochno-s-mebelyu-ID42IU2.html
Ko'chmas mulk,25м² вдоль дороги 2й этаж Чиланзар Домбрабад строительный базар,2 500 000 сум,"Ташкент, Чиланзарский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/25m-vdol-dorogi-2y-etazh-chilanzar-dombrabad-stroitelnyy-bazar-ID42TSU.html
Ko'chmas mulk,"Дурмень, , Продаётся земельный участок",1 144 466 316 сум,Кибрай,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/durmen-prodaetsya-zemelnyy-uchastok-ID3dpLf.html
Ko'chmas mulk,Продается Своя квартира 2 комнат Коракамиш 2/1,676 506 756 сум,"Ташкент, Алмазарский район",Сегодня в 11:01,https://www.olx.uz/d/obyavlenie/prodaetsya-svoya-kvartira-2-komnat-korakamish-2-1-ID42QI9.html
Ko'chmas mulk,Жк Казахстан-Сдается новая студия в элит комплексе!,11 444 663 сумДоговорная,"Ташкент, Юнусабадский район",Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/zhk-kazahstan-sdaetsya-novaya-studiya-v-elit-komplekse-ID3zUBW.html
Ko'chmas mulk,Спитамен шох кучасида жойлашган ховли сотилади,1 017 303 392 сумДоговорная,Самарканд,13 июня 2025 г.,https://www.olx.uz/d/obyavlenie/spitamen-shoh-kuchasida-zhoylashgan-hovli-sotiladi-ID3wqm7.html
Ko'chmas mulk,Ijaraga sutkali uу bor Chilonzor tumanida,500 000 сум,"Ташкент, Чиланзарский район",12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/ijaraga-sutkali-uu-bor-chilonzor-tumanida-ID3XXF8.html
Ko'chmas mulk,Kritiy 8 Etajlik 4-ETAJ,762 977 544 сумДоговорная,Бухара,12 июня 2025 г.,https://www.olx.uz/d/obyavlenie/kritiy-8-etajlik-4-etaj-ID439hF.html
Ko'chmas mulk,Урганч тумани. Пахтакорнинг Бакайлар махалласида жой урни сотилади,100 000 000 сумДоговорная,Ургенч,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/urganch-tumani-pahtakorning-bakaylar-mahallasida-zhoy-urni-sotiladi-ID3W4hM.html
Ko'chmas mulk,Хасанбойда 3.76 сотих,2 288 932 632 сумДоговорная,Келес,Сегодня в 10:58,https://www.olx.uz/d/obyavlenie/hasanboyda-3-76-sotih-ID419B3.html
